"sac_train/steps","desert-fog-33 - _step","desert-fog-33 - _step__MIN","desert-fog-33 - _step__MAX","desert-fog-33 - sac_train/episode_return","desert-fog-33 - sac_train/episode_return__MIN","desert-fog-33 - sac_train/episode_return__MAX","smart-durian-34 - _step","smart-durian-34 - _step__MIN","smart-durian-34 - _step__MAX","smart-durian-34 - sac_train/episode_return","smart-durian-34 - sac_train/episode_return__MIN","smart-durian-34 - sac_train/episode_return__MAX","vague-hill-35 - _step","vague-hill-35 - _step__MIN","vague-hill-35 - _step__MAX","vague-hill-35 - sac_train/episode_return","vague-hill-35 - sac_train/episode_return__MIN","vague-hill-35 - sac_train/episode_return__MAX"
"497122","","","","","","","","","","","","","3973","3973","3973","-103.71938711581666","-103.71938711581666","-103.71938711581666"
"497644","3976","3976","3976","-148.0904123150455","-148.0904123150455","-148.0904123150455","","","","","","","","","","","",""
"497751","","","","","","","3976","3976","3976","-200.62468860609897","-200.62468860609897","-200.62468860609897","","","","","",""
"499121","","","","","","","","","","","","","3989","3989","3989","-136.10667159316347","-136.10667159316347","-136.10667159316347"
"499643","3992","3992","3992","-129.84307893025573","-129.84307893025573","-129.84307893025573","","","","","","","","","","","",""
"499750","","","","","","","3992","3992","3992","-197.12886389260396","-197.12886389260396","-197.12886389260396","","","","","",""
"501120","","","","","","","","","","","","","4005","4005","4005","-143.45657906555238","-143.45657906555238","-143.45657906555238"
"501642","4008","4008","4008","-177.35181967174452","-177.35181967174452","-177.35181967174452","","","","","","","","","","","",""
"501749","","","","","","","4008","4008","4008","-177.24604486939455","-177.24604486939455","-177.24604486939455","","","","","",""
"503119","","","","","","","","","","","","","4021","4021","4021","-141.7224126881802","-141.7224126881802","-141.7224126881802"
"503641","4024","4024","4024","-172.21845730499163","-172.21845730499163","-172.21845730499163","","","","","","","","","","","",""
"503748","","","","","","","4024","4024","4024","-191.32605145017754","-191.32605145017754","-191.32605145017754","","","","","",""
"505118","","","","","","","","","","","","","4037","4037","4037","-129.17870758242447","-129.17870758242447","-129.17870758242447"
"505640","4040","4040","4040","-159.66072223719738","-159.66072223719738","-159.66072223719738","","","","","","","","","","","",""
"505747","","","","","","","4040","4040","4040","-192.06611630558544","-192.06611630558544","-192.06611630558544","","","","","",""
"507117","","","","","","","","","","","","","4053","4053","4053","-126.12699436211156","-126.12699436211156","-126.12699436211156"
"507639","4056","4056","4056","-116.70235865812545","-116.70235865812545","-116.70235865812545","","","","","","","","","","","",""
"507746","","","","","","","4056","4056","4056","-85.04592269838017","-85.04592269838017","-85.04592269838017","","","","","",""
"509116","","","","","","","","","","","","","4069","4069","4069","-153.85655167350097","-153.85655167350097","-153.85655167350097"
"509638","4072","4072","4072","-116.06243368770765","-116.06243368770765","-116.06243368770765","","","","","","","","","","","",""
"509745","","","","","","","4072","4072","4072","-89.95494722930569","-89.95494722930569","-89.95494722930569","","","","","",""
"511115","","","","","","","","","","","","","4085","4085","4085","-112.37871150854372","-112.37871150854372","-112.37871150854372"
"511637","4088","4088","4088","-130.5111010582105","-130.5111010582105","-130.5111010582105","","","","","","","","","","","",""
"511744","","","","","","","4088","4088","4088","-79.96990626192994","-79.96990626192994","-79.96990626192994","","","","","",""
"513114","","","","","","","","","","","","","4101","4101","4101","-139.58961794538772","-139.58961794538772","-139.58961794538772"
"513636","4104","4104","4104","-125.79824507980956","-125.79824507980956","-125.79824507980956","","","","","","","","","","","",""
"513743","","","","","","","4104","4104","4104","-95.82821992864459","-95.82821992864459","-95.82821992864459","","","","","",""
"515113","","","","","","","","","","","","","4117","4117","4117","-159.785241522244","-159.785241522244","-159.785241522244"
"515635","4120","4120","4120","-115.36796941426753","-115.36796941426753","-115.36796941426753","","","","","","","","","","","",""
"515742","","","","","","","4120","4120","4120","-83.4710125701197","-83.4710125701197","-83.4710125701197","","","","","",""
"517112","","","","","","","","","","","","","4133","4133","4133","-134.15446218271745","-134.15446218271745","-134.15446218271745"
"517634","4136","4136","4136","-110.3121965884732","-110.3121965884732","-110.3121965884732","","","","","","","","","","","",""
"517741","","","","","","","4136","4136","4136","-177.78687422534415","-177.78687422534415","-177.78687422534415","","","","","",""
"519111","","","","","","","","","","","","","4149","4149","4149","-141.46657975194245","-141.46657975194245","-141.46657975194245"
"519633","4152","4152","4152","-100.42184181486644","-100.42184181486644","-100.42184181486644","","","","","","","","","","","",""
"519740","","","","","","","4152","4152","4152","-95.08932769482574","-95.08932769482574","-95.08932769482574","","","","","",""
"521110","","","","","","","","","","","","","4165","4165","4165","-145.70833872732254","-145.70833872732254","-145.70833872732254"
"521632","4168","4168","4168","-123.22152617463959","-123.22152617463959","-123.22152617463959","","","","","","","","","","","",""
"521739","","","","","","","4168","4168","4168","-157.75048712768174","-157.75048712768174","-157.75048712768174","","","","","",""
"523109","","","","","","","","","","","","","4181","4181","4181","-153.5931150046376","-153.5931150046376","-153.5931150046376"
"523631","4184","4184","4184","-128.46815206393413","-128.46815206393413","-128.46815206393413","","","","","","","","","","","",""
"523738","","","","","","","4184","4184","4184","-82.59882862229588","-82.59882862229588","-82.59882862229588","","","","","",""
"525108","","","","","","","","","","","","","4197","4197","4197","-118.50419530168892","-118.50419530168892","-118.50419530168892"
"525630","4200","4200","4200","-113.21641778063348","-113.21641778063348","-113.21641778063348","","","","","","","","","","","",""
"525737","","","","","","","4200","4200","4200","-188.01223233459245","-188.01223233459245","-188.01223233459245","","","","","",""
"527107","","","","","","","","","","","","","4213","4213","4213","-160.7115747390105","-160.7115747390105","-160.7115747390105"
"527629","4216","4216","4216","-109.21475213896294","-109.21475213896294","-109.21475213896294","","","","","","","","","","","",""
"527736","","","","","","","4216","4216","4216","-137.3606505671554","-137.3606505671554","-137.3606505671554","","","","","",""
"529106","","","","","","","","","","","","","4229","4229","4229","-110.1962210293336","-110.1962210293336","-110.1962210293336"
"529628","4232","4232","4232","-153.52209524828686","-153.52209524828686","-153.52209524828686","","","","","","","","","","","",""
"529735","","","","","","","4232","4232","4232","-75.90382476402662","-75.90382476402662","-75.90382476402662","","","","","",""
"531105","","","","","","","","","","","","","4245","4245","4245","-151.26258585062513","-151.26258585062513","-151.26258585062513"
"531627","4248","4248","4248","-158.84292412656768","-158.84292412656768","-158.84292412656768","","","","","","","","","","","",""
"531734","","","","","","","4248","4248","4248","-72.75565072685812","-72.75565072685812","-72.75565072685812","","","","","",""
"533104","","","","","","","","","","","","","4261","4261","4261","-145.21427993611286","-145.21427993611286","-145.21427993611286"
"533626","4264","4264","4264","-163.08707123368887","-163.08707123368887","-163.08707123368887","","","","","","","","","","","",""
"533733","","","","","","","4264","4264","4264","-212.58584623185033","-212.58584623185033","-212.58584623185033","","","","","",""
"535103","","","","","","","","","","","","","4277","4277","4277","-102.80381304651482","-102.80381304651482","-102.80381304651482"
"535625","4280","4280","4280","-114.00477109991017","-114.00477109991017","-114.00477109991017","","","","","","","","","","","",""
"535732","","","","","","","4280","4280","4280","-182.77832136474996","-182.77832136474996","-182.77832136474996","","","","","",""
"537102","","","","","","","","","","","","","4293","4293","4293","-157.33738020785734","-157.33738020785734","-157.33738020785734"
"537624","4296","4296","4296","-147.459817365738","-147.459817365738","-147.459817365738","","","","","","","","","","","",""
"537731","","","","","","","4296","4296","4296","-138.94596261226573","-138.94596261226573","-138.94596261226573","","","","","",""
"539101","","","","","","","","","","","","","4309","4309","4309","-107.80429340667789","-107.80429340667789","-107.80429340667789"
"539623","4312","4312","4312","-126.10192581462188","-126.10192581462188","-126.10192581462188","","","","","","","","","","","",""
"539730","","","","","","","4312","4312","4312","-121.4593298841293","-121.4593298841293","-121.4593298841293","","","","","",""
"541100","","","","","","","","","","","","","4325","4325","4325","-167.59250295287364","-167.59250295287364","-167.59250295287364"
"541622","4328","4328","4328","-118.56413741229305","-118.56413741229305","-118.56413741229305","","","","","","","","","","","",""
"541729","","","","","","","4328","4328","4328","-76.16086921855961","-76.16086921855961","-76.16086921855961","","","","","",""
"543099","","","","","","","","","","","","","4341","4341","4341","-153.626934349367","-153.626934349367","-153.626934349367"
"543621","4344","4344","4344","-118.99305251993285","-118.99305251993285","-118.99305251993285","","","","","","","","","","","",""
"543728","","","","","","","4344","4344","4344","-180.29694850744295","-180.29694850744295","-180.29694850744295","","","","","",""
"545098","","","","","","","","","","","","","4357","4357","4357","-125.57666413905613","-125.57666413905613","-125.57666413905613"
"545620","4360","4360","4360","-114.65135655177843","-114.65135655177843","-114.65135655177843","","","","","","","","","","","",""
"545727","","","","","","","4360","4360","4360","-183.40742859603952","-183.40742859603952","-183.40742859603952","","","","","",""
"547097","","","","","","","","","","","","","4373","4373","4373","-114.26717094032851","-114.26717094032851","-114.26717094032851"
"547619","4376","4376","4376","-151.76606884561636","-151.76606884561636","-151.76606884561636","","","","","","","","","","","",""
"547726","","","","","","","4376","4376","4376","-121.84442900680176","-121.84442900680176","-121.84442900680176","","","","","",""
"549096","","","","","","","","","","","","","4389","4389","4389","-141.44144828765374","-141.44144828765374","-141.44144828765374"
"549618","4392","4392","4392","-172.07733237867677","-172.07733237867677","-172.07733237867677","","","","","","","","","","","",""
"549725","","","","","","","4392","4392","4392","-130.33738264867992","-130.33738264867992","-130.33738264867992","","","","","",""
"551095","","","","","","","","","","","","","4405","4405","4405","-131.460057325971","-131.460057325971","-131.460057325971"
"551617","4408","4408","4408","-171.10524024979426","-171.10524024979426","-171.10524024979426","","","","","","","","","","","",""
"551724","","","","","","","4408","4408","4408","-79.27984769120395","-79.27984769120395","-79.27984769120395","","","","","",""
"553094","","","","","","","","","","","","","4421","4421","4421","-108.1218225928581","-108.1218225928581","-108.1218225928581"
"553616","4424","4424","4424","-122.86991951561134","-122.86991951561134","-122.86991951561134","","","","","","","","","","","",""
"553723","","","","","","","4424","4424","4424","-76.31845327400383","-76.31845327400383","-76.31845327400383","","","","","",""
"555093","","","","","","","","","","","","","4437","4437","4437","-167.35440892406882","-167.35440892406882","-167.35440892406882"
"555615","4440","4440","4440","-171.03635701349313","-171.03635701349313","-171.03635701349313","","","","","","","","","","","",""
"555722","","","","","","","4440","4440","4440","-185.4526793944365","-185.4526793944365","-185.4526793944365","","","","","",""
"557092","","","","","","","","","","","","","4453","4453","4453","-134.84713193750457","-134.84713193750457","-134.84713193750457"
"557614","4456","4456","4456","-140.12308499613798","-140.12308499613798","-140.12308499613798","","","","","","","","","","","",""
"557721","","","","","","","4456","4456","4456","-73.60474729911576","-73.60474729911576","-73.60474729911576","","","","","",""
"559091","","","","","","","","","","","","","4469","4469","4469","-132.88012067183115","-132.88012067183115","-132.88012067183115"
"559613","4472","4472","4472","-161.7172477290731","-161.7172477290731","-161.7172477290731","","","","","","","","","","","",""
"559720","","","","","","","4472","4472","4472","-80.51463593334047","-80.51463593334047","-80.51463593334047","","","","","",""
"561090","","","","","","","","","","","","","4485","4485","4485","-153.28303426752754","-153.28303426752754","-153.28303426752754"
"561612","4488","4488","4488","-114.52223004595857","-114.52223004595857","-114.52223004595857","","","","","","","","","","","",""
"561719","","","","","","","4488","4488","4488","-73.66012364193182","-73.66012364193182","-73.66012364193182","","","","","",""
"563089","","","","","","","","","","","","","4501","4501","4501","-143.66361163236053","-143.66361163236053","-143.66361163236053"
"563611","4504","4504","4504","-96.36813713177796","-96.36813713177796","-96.36813713177796","","","","","","","","","","","",""
"563718","","","","","","","4504","4504","4504","-127.05006695569676","-127.05006695569676","-127.05006695569676","","","","","",""
"565088","","","","","","","","","","","","","4517","4517","4517","-111.07116259421515","-111.07116259421515","-111.07116259421515"
"565610","4520","4520","4520","-114.30673373645357","-114.30673373645357","-114.30673373645357","","","","","","","","","","","",""
"565717","","","","","","","4520","4520","4520","-197.44725263018475","-197.44725263018475","-197.44725263018475","","","","","",""
"567087","","","","","","","","","","","","","4533","4533","4533","-109.71991710170401","-109.71991710170401","-109.71991710170401"
"567609","4536","4536","4536","-136.9322959271182","-136.9322959271182","-136.9322959271182","","","","","","","","","","","",""
"567716","","","","","","","4536","4536","4536","-193.35075401309325","-193.35075401309325","-193.35075401309325","","","","","",""
"569086","","","","","","","","","","","","","4549","4549","4549","-104.82900920601197","-104.82900920601197","-104.82900920601197"
"569608","4552","4552","4552","-115.58610021270444","-115.58610021270444","-115.58610021270444","","","","","","","","","","","",""
"569715","","","","","","","4552","4552","4552","-177.6039644319575","-177.6039644319575","-177.6039644319575","","","","","",""
"571085","","","","","","","","","","","","","4565","4565","4565","-149.96335973190668","-149.96335973190668","-149.96335973190668"
"571607","4568","4568","4568","-165.7893499955878","-165.7893499955878","-165.7893499955878","","","","","","","","","","","",""
"571714","","","","","","","4568","4568","4568","-175.3377135374623","-175.3377135374623","-175.3377135374623","","","","","",""
"573084","","","","","","","","","","","","","4581","4581","4581","-138.12753076971015","-138.12753076971015","-138.12753076971015"
"573606","4584","4584","4584","-121.07072787892317","-121.07072787892317","-121.07072787892317","","","","","","","","","","","",""
"573713","","","","","","","4584","4584","4584","-187.35004583930822","-187.35004583930822","-187.35004583930822","","","","","",""
"575083","","","","","","","","","","","","","4597","4597","4597","-130.22305111696772","-130.22305111696772","-130.22305111696772"
"575605","4600","4600","4600","-179.44170827654693","-179.44170827654693","-179.44170827654693","","","","","","","","","","","",""
"575712","","","","","","","4600","4600","4600","-178.52257224886148","-178.52257224886148","-178.52257224886148","","","","","",""
"577082","","","","","","","","","","","","","4613","4613","4613","-161.68569503891896","-161.68569503891896","-161.68569503891896"
"577604","4616","4616","4616","-105.4666332491078","-105.4666332491078","-105.4666332491078","","","","","","","","","","","",""
"577711","","","","","","","4616","4616","4616","-88.40081684653765","-88.40081684653765","-88.40081684653765","","","","","",""
"579081","","","","","","","","","","","","","4629","4629","4629","-112.99397609856337","-112.99397609856337","-112.99397609856337"
"579603","4632","4632","4632","-124.29480078682694","-124.29480078682694","-124.29480078682694","","","","","","","","","","","",""
"579710","","","","","","","4632","4632","4632","-171.2202321366678","-171.2202321366678","-171.2202321366678","","","","","",""
"581080","","","","","","","","","","","","","4645","4645","4645","-98.43671100044035","-98.43671100044035","-98.43671100044035"
"581602","4648","4648","4648","-113.89958602508914","-113.89958602508914","-113.89958602508914","","","","","","","","","","","",""
"581709","","","","","","","4648","4648","4648","-211.13787937773634","-211.13787937773634","-211.13787937773634","","","","","",""
"583079","","","","","","","","","","","","","4661","4661","4661","-147.3907419803163","-147.3907419803163","-147.3907419803163"
"583601","4664","4664","4664","-164.82311007287183","-164.82311007287183","-164.82311007287183","","","","","","","","","","","",""
"583708","","","","","","","4664","4664","4664","-180.15392596747108","-180.15392596747108","-180.15392596747108","","","","","",""
"585078","","","","","","","","","","","","","4677","4677","4677","-153.37592723967282","-153.37592723967282","-153.37592723967282"
"585600","4679","4679","4679","-105.03447090868798","-105.03447090868798","-105.03447090868798","","","","","","","","","","","",""
"585707","","","","","","","4680","4680","4680","-195.62705672647684","-195.62705672647684","-195.62705672647684","","","","","",""
"587077","","","","","","","","","","","","","4693","4693","4693","-96.55163483776676","-96.55163483776676","-96.55163483776676"
"587599","4695","4695","4695","-166.7044983836345","-166.7044983836345","-166.7044983836345","","","","","","","","","","","",""
"587706","","","","","","","4696","4696","4696","-185.54746334880483","-185.54746334880483","-185.54746334880483","","","","","",""
"589076","","","","","","","","","","","","","4709","4709","4709","-140.9809359311845","-140.9809359311845","-140.9809359311845"
"589598","4711","4711","4711","-122.89407064891094","-122.89407064891094","-122.89407064891094","","","","","","","","","","","",""
"589705","","","","","","","4712","4712","4712","-73.69898644045212","-73.69898644045212","-73.69898644045212","","","","","",""
"591075","","","","","","","","","","","","","4725","4725","4725","-124.785272116451","-124.785272116451","-124.785272116451"
"591597","4727","4727","4727","-123.65790859500108","-123.65790859500108","-123.65790859500108","","","","","","","","","","","",""
"591704","","","","","","","4728","4728","4728","-66.03402254609986","-66.03402254609986","-66.03402254609986","","","","","",""
"593074","","","","","","","","","","","","","4741","4741","4741","-106.28631862993409","-106.28631862993409","-106.28631862993409"
"593596","4743","4743","4743","-160.78277226877861","-160.78277226877861","-160.78277226877861","","","","","","","","","","","",""
"593703","","","","","","","4744","4744","4744","-135.1292395925418","-135.1292395925418","-135.1292395925418","","","","","",""
"595073","","","","","","","","","","","","","4757","4757","4757","-94.3742164610511","-94.3742164610511","-94.3742164610511"
"595595","4759","4759","4759","-127.60636354359443","-127.60636354359443","-127.60636354359443","","","","","","","","","","","",""
"595702","","","","","","","4760","4760","4760","-124.42459242526344","-124.42459242526344","-124.42459242526344","","","","","",""
"597072","","","","","","","","","","","","","4773","4773","4773","-106.57523698934394","-106.57523698934394","-106.57523698934394"
"597594","4775","4775","4775","-158.3001605730597","-158.3001605730597","-158.3001605730597","","","","","","","","","","","",""
"597701","","","","","","","4776","4776","4776","-132.063737409746","-132.063737409746","-132.063737409746","","","","","",""
"599071","","","","","","","","","","","","","4789","4789","4789","-97.47816031885529","-97.47816031885529","-97.47816031885529"
"599593","4791","4791","4791","-152.0355663995638","-152.0355663995638","-152.0355663995638","","","","","","","","","","","",""
"599700","","","","","","","4792","4792","4792","-184.42643573915873","-184.42643573915873","-184.42643573915873","","","","","",""
"601070","","","","","","","","","","","","","4805","4805","4805","-113.78991465475289","-113.78991465475289","-113.78991465475289"
"601592","4807","4807","4807","-167.70072723191092","-167.70072723191092","-167.70072723191092","","","","","","","","","","","",""
"601699","","","","","","","4808","4808","4808","-169.22616738630364","-169.22616738630364","-169.22616738630364","","","","","",""
"603069","","","","","","","","","","","","","4821","4821","4821","-104.96186963795212","-104.96186963795212","-104.96186963795212"
"603591","4823","4823","4823","-127.98875724662149","-127.98875724662149","-127.98875724662149","","","","","","","","","","","",""
"603698","","","","","","","4824","4824","4824","-188.52246768219194","-188.52246768219194","-188.52246768219194","","","","","",""
"605068","","","","","","","","","","","","","4837","4837","4837","-121.18302857553094","-121.18302857553094","-121.18302857553094"
"605590","4839","4839","4839","-167.39270996273655","-167.39270996273655","-167.39270996273655","","","","","","","","","","","",""
"605697","","","","","","","4840","4840","4840","-130.78556784557813","-130.78556784557813","-130.78556784557813","","","","","",""
"607067","","","","","","","","","","","","","4853","4853","4853","-123.36453746319786","-123.36453746319786","-123.36453746319786"
"607589","4855","4855","4855","-116.7011450983948","-116.7011450983948","-116.7011450983948","","","","","","","","","","","",""
"607696","","","","","","","4856","4856","4856","-85.19093732580772","-85.19093732580772","-85.19093732580772","","","","","",""
"609066","","","","","","","","","","","","","4869","4869","4869","-105.60055255666194","-105.60055255666194","-105.60055255666194"
"609588","4871","4871","4871","-143.2488127942056","-143.2488127942056","-143.2488127942056","","","","","","","","","","","",""
"609695","","","","","","","4872","4872","4872","-189.0435170881951","-189.0435170881951","-189.0435170881951","","","","","",""
"611065","","","","","","","","","","","","","4885","4885","4885","-142.44200670770078","-142.44200670770078","-142.44200670770078"
"611587","4887","4887","4887","-127.57829634971831","-127.57829634971831","-127.57829634971831","","","","","","","","","","","",""
"611694","","","","","","","4888","4888","4888","-79.96078277812943","-79.96078277812943","-79.96078277812943","","","","","",""
"613064","","","","","","","","","","","","","4901","4901","4901","-149.33402297002414","-149.33402297002414","-149.33402297002414"
"613586","4903","4903","4903","-177.43345482206303","-177.43345482206303","-177.43345482206303","","","","","","","","","","","",""
"613693","","","","","","","4904","4904","4904","-211.50223372278649","-211.50223372278649","-211.50223372278649","","","","","",""
"615063","","","","","","","","","","","","","4917","4917","4917","-128.87538026454777","-128.87538026454777","-128.87538026454777"
"615585","4919","4919","4919","-155.24393862757194","-155.24393862757194","-155.24393862757194","","","","","","","","","","","",""
"615692","","","","","","","4920","4920","4920","-195.09130566390263","-195.09130566390263","-195.09130566390263","","","","","",""
"617062","","","","","","","","","","","","","4933","4933","4933","-127.70034406177417","-127.70034406177417","-127.70034406177417"
"617584","4935","4935","4935","-147.75311029336055","-147.75311029336055","-147.75311029336055","","","","","","","","","","","",""
"617691","","","","","","","4936","4936","4936","-95.16055878131613","-95.16055878131613","-95.16055878131613","","","","","",""
"619061","","","","","","","","","","","","","4949","4949","4949","-109.01390727633361","-109.01390727633361","-109.01390727633361"
"619583","4951","4951","4951","-128.82382348302065","-128.82382348302065","-128.82382348302065","","","","","","","","","","","",""
"619690","","","","","","","4952","4952","4952","-95.30161931441046","-95.30161931441046","-95.30161931441046","","","","","",""
"621060","","","","","","","","","","","","","4965","4965","4965","-109.41402234646294","-109.41402234646294","-109.41402234646294"
"621582","4967","4967","4967","-166.9328832623866","-166.9328832623866","-166.9328832623866","","","","","","","","","","","",""
"621689","","","","","","","4968","4968","4968","-96.19901050223194","-96.19901050223194","-96.19901050223194","","","","","",""
"623059","","","","","","","","","","","","","4981","4981","4981","-81.63155718332374","-81.63155718332374","-81.63155718332374"
"623581","4983","4983","4983","-102.21408432837184","-102.21408432837184","-102.21408432837184","","","","","","","","","","","",""
"623688","","","","","","","4984","4984","4984","-233.2304959863203","-233.2304959863203","-233.2304959863203","","","","","",""
"625058","","","","","","","","","","","","","4997","4997","4997","-91.46071500539259","-91.46071500539259","-91.46071500539259"
"625580","4999","4999","4999","-112.8687620722818","-112.8687620722818","-112.8687620722818","","","","","","","","","","","",""
"625687","","","","","","","5000","5000","5000","-170.65058488980634","-170.65058488980634","-170.65058488980634","","","","","",""
"627057","","","","","","","","","","","","","5013","5013","5013","-136.92488244024716","-136.92488244024716","-136.92488244024716"
"627579","5015","5015","5015","-112.63782003339864","-112.63782003339864","-112.63782003339864","","","","","","","","","","","",""
"627686","","","","","","","5016","5016","5016","-77.74430851633667","-77.74430851633667","-77.74430851633667","","","","","",""
"629056","","","","","","","","","","","","","5029","5029","5029","-109.66468963862474","-109.66468963862474","-109.66468963862474"
"629578","5031","5031","5031","-127.32493490803583","-127.32493490803583","-127.32493490803583","","","","","","","","","","","",""
"629685","","","","","","","5032","5032","5032","-193.60991120750785","-193.60991120750785","-193.60991120750785","","","","","",""
"631055","","","","","","","","","","","","","5045","5045","5045","-144.1898021482802","-144.1898021482802","-144.1898021482802"
"631577","5047","5047","5047","-126.70398187591147","-126.70398187591147","-126.70398187591147","","","","","","","","","","","",""
"631684","","","","","","","5048","5048","5048","-78.86053397151913","-78.86053397151913","-78.86053397151913","","","","","",""
"633054","","","","","","","","","","","","","5061","5061","5061","-128.12394207913576","-128.12394207913576","-128.12394207913576"
"633576","5063","5063","5063","-161.37387935737007","-161.37387935737007","-161.37387935737007","","","","","","","","","","","",""
"633683","","","","","","","5064","5064","5064","-202.94666932960428","-202.94666932960428","-202.94666932960428","","","","","",""
"635053","","","","","","","","","","","","","5077","5077","5077","-101.87458954329097","-101.87458954329097","-101.87458954329097"
"635575","5079","5079","5079","-154.4974134453649","-154.4974134453649","-154.4974134453649","","","","","","","","","","","",""
"635682","","","","","","","5080","5080","5080","-96.30356271728907","-96.30356271728907","-96.30356271728907","","","","","",""
"637052","","","","","","","","","","","","","5093","5093","5093","-148.63455714066103","-148.63455714066103","-148.63455714066103"
"637574","5095","5095","5095","-138.3207084636092","-138.3207084636092","-138.3207084636092","","","","","","","","","","","",""
"637681","","","","","","","5096","5096","5096","-74.96629229574772","-74.96629229574772","-74.96629229574772","","","","","",""
"639051","","","","","","","","","","","","","5109","5109","5109","-108.02109007156717","-108.02109007156717","-108.02109007156717"
"639573","5111","5111","5111","-141.3228229605588","-141.3228229605588","-141.3228229605588","","","","","","","","","","","",""
"639680","","","","","","","5112","5112","5112","-149.06503112135263","-149.06503112135263","-149.06503112135263","","","","","",""
"641050","","","","","","","","","","","","","5125","5125","5125","-135.67691660314145","-135.67691660314145","-135.67691660314145"
"641572","5127","5127","5127","-150.25606474454526","-150.25606474454526","-150.25606474454526","","","","","","","","","","","",""
"641679","","","","","","","5128","5128","5128","-118.99798680152847","-118.99798680152847","-118.99798680152847","","","","","",""
"643049","","","","","","","","","","","","","5141","5141","5141","-92.3274183781726","-92.3274183781726","-92.3274183781726"
"643571","5143","5143","5143","-117.1619860917229","-117.1619860917229","-117.1619860917229","","","","","","","","","","","",""
"643678","","","","","","","5144","5144","5144","-122.72157661455225","-122.72157661455225","-122.72157661455225","","","","","",""
"645048","","","","","","","","","","","","","5157","5157","5157","-135.01843046591628","-135.01843046591628","-135.01843046591628"
"645570","5159","5159","5159","-118.3457700499535","-118.3457700499535","-118.3457700499535","","","","","","","","","","","",""
"645677","","","","","","","5160","5160","5160","-178.47975644145492","-178.47975644145492","-178.47975644145492","","","","","",""
"647047","","","","","","","","","","","","","5173","5173","5173","-105.17569717863273","-105.17569717863273","-105.17569717863273"
"647569","5175","5175","5175","-137.08601898068937","-137.08601898068937","-137.08601898068937","","","","","","","","","","","",""
"647676","","","","","","","5176","5176","5176","-201.56354240055177","-201.56354240055177","-201.56354240055177","","","","","",""
"649046","","","","","","","","","","","","","5189","5189","5189","-104.7706315308494","-104.7706315308494","-104.7706315308494"
"649568","5191","5191","5191","-156.66211332183073","-156.66211332183073","-156.66211332183073","","","","","","","","","","","",""
"649675","","","","","","","5192","5192","5192","-78.9517667267213","-78.9517667267213","-78.9517667267213","","","","","",""
"651045","","","","","","","","","","","","","5205","5205","5205","-137.07666686671092","-137.07666686671092","-137.07666686671092"
"651567","5207","5207","5207","-151.09706706592885","-151.09706706592885","-151.09706706592885","","","","","","","","","","","",""
"651674","","","","","","","5208","5208","5208","-186.90415746493775","-186.90415746493775","-186.90415746493775","","","","","",""
"653044","","","","","","","","","","","","","5221","5221","5221","-149.318623149559","-149.318623149559","-149.318623149559"
"653566","5223","5223","5223","-164.03811882708524","-164.03811882708524","-164.03811882708524","","","","","","","","","","","",""
"653673","","","","","","","5224","5224","5224","-83.14607862397945","-83.14607862397945","-83.14607862397945","","","","","",""
"655043","","","","","","","","","","","","","5237","5237","5237","-123.0741118417155","-123.0741118417155","-123.0741118417155"
"655565","5239","5239","5239","-127.5144491546734","-127.5144491546734","-127.5144491546734","","","","","","","","","","","",""
"655672","","","","","","","5240","5240","5240","-188.94655557658928","-188.94655557658928","-188.94655557658928","","","","","",""
"657042","","","","","","","","","","","","","5253","5253","5253","-135.23951722105303","-135.23951722105303","-135.23951722105303"
"657564","5255","5255","5255","-168.66391253548593","-168.66391253548593","-168.66391253548593","","","","","","","","","","","",""
"657671","","","","","","","5256","5256","5256","-73.36791641914395","-73.36791641914395","-73.36791641914395","","","","","",""
"659041","","","","","","","","","","","","","5269","5269","5269","-142.43400221790836","-142.43400221790836","-142.43400221790836"
"659563","5271","5271","5271","-157.3205837486429","-157.3205837486429","-157.3205837486429","","","","","","","","","","","",""
"659670","","","","","","","5272","5272","5272","-186.5334936887109","-186.5334936887109","-186.5334936887109","","","","","",""
"661040","","","","","","","","","","","","","5285","5285","5285","-90.74046572573675","-90.74046572573675","-90.74046572573675"
"661562","5287","5287","5287","-108.1155741541124","-108.1155741541124","-108.1155741541124","","","","","","","","","","","",""
"661669","","","","","","","5288","5288","5288","-177.00730287754854","-177.00730287754854","-177.00730287754854","","","","","",""
"663039","","","","","","","","","","","","","5301","5301","5301","-137.1050269007599","-137.1050269007599","-137.1050269007599"
"663561","5303","5303","5303","-145.78304283317283","-145.78304283317283","-145.78304283317283","","","","","","","","","","","",""
"663668","","","","","","","5304","5304","5304","-142.0518690062098","-142.0518690062098","-142.0518690062098","","","","","",""
"665038","","","","","","","","","","","","","5317","5317","5317","-121.97755338623176","-121.97755338623176","-121.97755338623176"
"665560","5319","5319","5319","-157.3839539558926","-157.3839539558926","-157.3839539558926","","","","","","","","","","","",""
"665667","","","","","","","5320","5320","5320","-105.57482889480463","-105.57482889480463","-105.57482889480463","","","","","",""
"667037","","","","","","","","","","","","","5333","5333","5333","-135.24430391508156","-135.24430391508156","-135.24430391508156"
"667559","5335","5335","5335","-141.36886963164076","-141.36886963164076","-141.36886963164076","","","","","","","","","","","",""
"667666","","","","","","","5336","5336","5336","-181.86850925070578","-181.86850925070578","-181.86850925070578","","","","","",""
