"sac_train/steps","divine-grass-171 - _step","divine-grass-171 - _step__MIN","divine-grass-171 - _step__MAX","divine-grass-171 - sac_train/episode_return","divine-grass-171 - sac_train/episode_return__MIN","divine-grass-171 - sac_train/episode_return__MAX","denim-leaf-172 - _step","denim-leaf-172 - _step__MIN","denim-leaf-172 - _step__MAX","denim-leaf-172 - sac_train/episode_return","denim-leaf-172 - sac_train/episode_return__MIN","denim-leaf-172 - sac_train/episode_return__MAX","firm-feather-173 - _step","firm-feather-173 - _step__MIN","firm-feather-173 - _step__MAX","firm-feather-173 - sac_train/episode_return","firm-feather-173 - sac_train/episode_return__MIN","firm-feather-173 - sac_train/episode_return__MAX"
"487756","3896","3896","3896","-121.0747265736641","-121.0747265736641","-121.0747265736641","3896","3896","3896","-150.82857606203305","-150.82857606203305","-150.82857606203305","3896","3896","3896","-82.52682306389953","-82.52682306389953","-82.52682306389953"
"489755","3912","3912","3912","-84.68537086487696","-84.68537086487696","-84.68537086487696","3912","3912","3912","-125.99710599267908","-125.99710599267908","-125.99710599267908","3912","3912","3912","-59.29971202166696","-59.29971202166696","-59.29971202166696"
"491754","3928","3928","3928","-99.35797979405558","-99.35797979405558","-99.35797979405558","3928","3928","3928","-91.28744053092016","-91.28744053092016","-91.28744053092016","3928","3928","3928","-87.227888113951","-87.227888113951","-87.227888113951"
"493753","3944","3944","3944","-134.13258553537875","-134.13258553537875","-134.13258553537875","3944","3944","3944","-163.63716273448932","-163.63716273448932","-163.63716273448932","3944","3944","3944","-121.6693707671991","-121.6693707671991","-121.6693707671991"
"495752","3960","3960","3960","-130.51039056931822","-130.51039056931822","-130.51039056931822","3960","3960","3960","-108.00650160553712","-108.00650160553712","-108.00650160553712","3960","3960","3960","-74.24874523570838","-74.24874523570838","-74.24874523570838"
"497751","3976","3976","3976","-143.583231675843","-143.583231675843","-143.583231675843","3976","3976","3976","-153.11533861168343","-153.11533861168343","-153.11533861168343","3976","3976","3976","-94.30212774134658","-94.30212774134658","-94.30212774134658"
"499750","3992","3992","3992","-128.0395485102851","-128.0395485102851","-128.0395485102851","3992","3992","3992","-163.63793827281566","-163.63793827281566","-163.63793827281566","3992","3992","3992","-140.65357975479228","-140.65357975479228","-140.65357975479228"
"501749","4008","4008","4008","-127.72434327985945","-127.72434327985945","-127.72434327985945","4008","4008","4008","-188.34647181156666","-188.34647181156666","-188.34647181156666","4008","4008","4008","-132.93447380825555","-132.93447380825555","-132.93447380825555"
"503748","4024","4024","4024","-123.83149290404005","-123.83149290404005","-123.83149290404005","4024","4024","4024","-159.9156442993286","-159.9156442993286","-159.9156442993286","4024","4024","4024","-72.64249998816554","-72.64249998816554","-72.64249998816554"
"505747","4040","4040","4040","-92.99479496600975","-92.99479496600975","-92.99479496600975","4040","4040","4040","-174.17785777125184","-174.17785777125184","-174.17785777125184","4040","4040","4040","-114.86184477238461","-114.86184477238461","-114.86184477238461"
"507746","4056","4056","4056","-96.19114327493683","-96.19114327493683","-96.19114327493683","4056","4056","4056","-100.18278627416862","-100.18278627416862","-100.18278627416862","4056","4056","4056","-130.53597422385153","-130.53597422385153","-130.53597422385153"
"509745","4072","4072","4072","-127.34015754356298","-127.34015754356298","-127.34015754356298","4072","4072","4072","-56.571183182992634","-56.571183182992634","-56.571183182992634","4072","4072","4072","-137.2931440054302","-137.2931440054302","-137.2931440054302"
"511744","4088","4088","4088","-141.07885037642538","-141.07885037642538","-141.07885037642538","4088","4088","4088","-73.54783387393482","-73.54783387393482","-73.54783387393482","4088","4088","4088","-73.82647749404128","-73.82647749404128","-73.82647749404128"
"513743","4104","4104","4104","-138.42263146559688","-138.42263146559688","-138.42263146559688","4104","4104","4104","-61.03009856488971","-61.03009856488971","-61.03009856488971","4104","4104","4104","-63.77374643380852","-63.77374643380852","-63.77374643380852"
"515742","4120","4120","4120","-106.57141112725422","-106.57141112725422","-106.57141112725422","4120","4120","4120","-64.89256779128328","-64.89256779128328","-64.89256779128328","4120","4120","4120","-92.41340452479251","-92.41340452479251","-92.41340452479251"
"517741","4136","4136","4136","-83.97704583813093","-83.97704583813093","-83.97704583813093","4136","4136","4136","-165.16183403067225","-165.16183403067225","-165.16183403067225","4136","4136","4136","-132.110043615956","-132.110043615956","-132.110043615956"
"519740","4152","4152","4152","-106.49123518947118","-106.49123518947118","-106.49123518947118","4152","4152","4152","-86.7391778162147","-86.7391778162147","-86.7391778162147","4152","4152","4152","-133.50370202971433","-133.50370202971433","-133.50370202971433"
"521739","4168","4168","4168","-100.17109894731597","-100.17109894731597","-100.17109894731597","4168","4168","4168","-113.62500861421636","-113.62500861421636","-113.62500861421636","4168","4168","4168","-74.07018751214896","-74.07018751214896","-74.07018751214896"
"523738","4184","4184","4184","-124.05631747749734","-124.05631747749734","-124.05631747749734","4184","4184","4184","-67.09820117821683","-67.09820117821683","-67.09820117821683","4184","4184","4184","-64.36605605199642","-64.36605605199642","-64.36605605199642"
"525737","4200","4200","4200","-110.10699995434321","-110.10699995434321","-110.10699995434321","4200","4200","4200","-162.81254132377765","-162.81254132377765","-162.81254132377765","4200","4200","4200","-133.25280583802638","-133.25280583802638","-133.25280583802638"
"527736","4216","4216","4216","-104.4261115922876","-104.4261115922876","-104.4261115922876","4216","4216","4216","-110.52553880028253","-110.52553880028253","-110.52553880028253","4216","4216","4216","-145.90274019834285","-145.90274019834285","-145.90274019834285"
"529735","4232","4232","4232","-133.16864163258143","-133.16864163258143","-133.16864163258143","4232","4232","4232","-57.70422923615458","-57.70422923615458","-57.70422923615458","4232","4232","4232","-97.6158034564277","-97.6158034564277","-97.6158034564277"
"531734","4248","4248","4248","-70.32677667444277","-70.32677667444277","-70.32677667444277","4248","4248","4248","-69.57916975181843","-69.57916975181843","-69.57916975181843","4248","4248","4248","-134.90986321710398","-134.90986321710398","-134.90986321710398"
"533733","4264","4264","4264","-94.8116935393827","-94.8116935393827","-94.8116935393827","4264","4264","4264","-146.86544772559793","-146.86544772559793","-146.86544772559793","4264","4264","4264","-89.79760736705734","-89.79760736705734","-89.79760736705734"
"535732","4280","4280","4280","-97.79153070113479","-97.79153070113479","-97.79153070113479","4280","4280","4280","-148.3285615277545","-148.3285615277545","-148.3285615277545","4280","4280","4280","-87.67158948720532","-87.67158948720532","-87.67158948720532"
"537731","4296","4296","4296","-132.09059113478347","-132.09059113478347","-132.09059113478347","4296","4296","4296","-117.12185396293829","-117.12185396293829","-117.12185396293829","4296","4296","4296","-69.35179427459404","-69.35179427459404","-69.35179427459404"
"539730","4312","4312","4312","-129.18589800979038","-129.18589800979038","-129.18589800979038","4312","4312","4312","-112.04781011748452","-112.04781011748452","-112.04781011748452","4312","4312","4312","-80.9047600710463","-80.9047600710463","-80.9047600710463"
"541729","4328","4328","4328","-133.06104778256642","-133.06104778256642","-133.06104778256642","4328","4328","4328","-70.33437447738334","-70.33437447738334","-70.33437447738334","4328","4328","4328","-90.52416024810687","-90.52416024810687","-90.52416024810687"
"543728","4344","4344","4344","-134.31090619468154","-134.31090619468154","-134.31090619468154","4344","4344","4344","-162.51051433095964","-162.51051433095964","-162.51051433095964","4344","4344","4344","-91.25758864529848","-91.25758864529848","-91.25758864529848"
"545727","4360","4360","4360","-115.29306504872422","-115.29306504872422","-115.29306504872422","4360","4360","4360","-163.89278030055533","-163.89278030055533","-163.89278030055533","4360","4360","4360","-132.67733995680825","-132.67733995680825","-132.67733995680825"
"547726","4376","4376","4376","-110.04392582389359","-110.04392582389359","-110.04392582389359","4376","4376","4376","-106.36915340601433","-106.36915340601433","-106.36915340601433","4376","4376","4376","-84.80678995365042","-84.80678995365042","-84.80678995365042"
"549725","4392","4392","4392","-70.137990191069","-70.137990191069","-70.137990191069","4392","4392","4392","-125.59089727559567","-125.59089727559567","-125.59089727559567","4392","4392","4392","-136.41928644832836","-136.41928644832836","-136.41928644832836"
"551724","4408","4408","4408","-89.69247974131194","-89.69247974131194","-89.69247974131194","4408","4408","4408","-81.72744418143964","-81.72744418143964","-81.72744418143964","4408","4408","4408","-162.20689219310918","-162.20689219310918","-162.20689219310918"
"553723","4424","4424","4424","-129.37109225490542","-129.37109225490542","-129.37109225490542","4424","4424","4424","-61.787195421510965","-61.787195421510965","-61.787195421510965","4424","4424","4424","-91.6372337909115","-91.6372337909115","-91.6372337909115"
"555722","4440","4440","4440","-112.41569163958782","-112.41569163958782","-112.41569163958782","4440","4440","4440","-144.65905522851233","-144.65905522851233","-144.65905522851233","4440","4440","4440","-77.47786389044084","-77.47786389044084","-77.47786389044084"
"557721","4456","4456","4456","-152.84772709230327","-152.84772709230327","-152.84772709230327","4456","4456","4456","-92.1190827876071","-92.1190827876071","-92.1190827876071","4456","4456","4456","-167.4317016340315","-167.4317016340315","-167.4317016340315"
"559720","4472","4472","4472","-106.03532690283228","-106.03532690283228","-106.03532690283228","4472","4472","4472","-66.53805249894842","-66.53805249894842","-66.53805249894842","4472","4472","4472","-110.78889230813341","-110.78889230813341","-110.78889230813341"
"561719","4488","4488","4488","-96.6485931866394","-96.6485931866394","-96.6485931866394","4488","4488","4488","-75.39492703945278","-75.39492703945278","-75.39492703945278","4488","4488","4488","-91.10486235852947","-91.10486235852947","-91.10486235852947"
"563718","4504","4504","4504","-109.80610800571668","-109.80610800571668","-109.80610800571668","4504","4504","4504","-169.87266073311986","-169.87266073311986","-169.87266073311986","4504","4504","4504","-70.55571267926891","-70.55571267926891","-70.55571267926891"
"565717","4520","4520","4520","-109.37818782830301","-109.37818782830301","-109.37818782830301","4520","4520","4520","-149.10219201882015","-149.10219201882015","-149.10219201882015","4520","4520","4520","-105.71275767995907","-105.71275767995907","-105.71275767995907"
"567716","4536","4536","4536","-139.22447647794434","-139.22447647794434","-139.22447647794434","4536","4536","4536","-158.01173781384063","-158.01173781384063","-158.01173781384063","4536","4536","4536","-93.51062882710697","-93.51062882710697","-93.51062882710697"
"569715","4552","4552","4552","-95.28322363354917","-95.28322363354917","-95.28322363354917","4552","4552","4552","-175.89765485294308","-175.89765485294308","-175.89765485294308","4552","4552","4552","-94.70527685082","-94.70527685082","-94.70527685082"
"571714","4568","4568","4568","-105.9398127267934","-105.9398127267934","-105.9398127267934","4568","4568","4568","-159.0342108625059","-159.0342108625059","-159.0342108625059","4568","4568","4568","-69.30900113132634","-69.30900113132634","-69.30900113132634"
"573713","4584","4584","4584","-91.38231480581901","-91.38231480581901","-91.38231480581901","4584","4584","4584","-163.0084516902727","-163.0084516902727","-163.0084516902727","4584","4584","4584","-138.9264540614466","-138.9264540614466","-138.9264540614466"
"575712","4600","4600","4600","-87.74178484185266","-87.74178484185266","-87.74178484185266","4600","4600","4600","-168.70728074875302","-168.70728074875302","-168.70728074875302","4600","4600","4600","-61.745314785415474","-61.745314785415474","-61.745314785415474"
"577711","4616","4616","4616","-103.69339940570207","-103.69339940570207","-103.69339940570207","4616","4616","4616","-80.55986196113638","-80.55986196113638","-80.55986196113638","4616","4616","4616","-133.83808994433457","-133.83808994433457","-133.83808994433457"
"579710","4632","4632","4632","-95.80957234543251","-95.80957234543251","-95.80957234543251","4632","4632","4632","-186.55144654771829","-186.55144654771829","-186.55144654771829","4632","4632","4632","-95.4899844257366","-95.4899844257366","-95.4899844257366"
"581709","4648","4648","4648","-133.14263177545513","-133.14263177545513","-133.14263177545513","4648","4648","4648","-180.64837035696104","-180.64837035696104","-180.64837035696104","4648","4648","4648","-80.29315071143421","-80.29315071143421","-80.29315071143421"
"583708","4664","4664","4664","-91.91972732331327","-91.91972732331327","-91.91972732331327","4664","4664","4664","-162.48598357938604","-162.48598357938604","-162.48598357938604","4664","4664","4664","-152.5814476669101","-152.5814476669101","-152.5814476669101"
"585707","4680","4680","4680","-101.49794472152863","-101.49794472152863","-101.49794472152863","4680","4680","4680","-176.5343842150504","-176.5343842150504","-176.5343842150504","4680","4680","4680","-56.3405761106701","-56.3405761106701","-56.3405761106701"
"587706","4696","4696","4696","-75.65478934293854","-75.65478934293854","-75.65478934293854","4696","4696","4696","-182.45671323760206","-182.45671323760206","-182.45671323760206","4696","4696","4696","-79.04542711607529","-79.04542711607529","-79.04542711607529"
"589705","4712","4712","4712","-123.85891497671649","-123.85891497671649","-123.85891497671649","4712","4712","4712","-63.59568547090979","-63.59568547090979","-63.59568547090979","4712","4712","4712","-58.81447803074259","-58.81447803074259","-58.81447803074259"
"591704","4728","4728","4728","-105.57493493967385","-105.57493493967385","-105.57493493967385","4728","4728","4728","-90.80421195724608","-90.80421195724608","-90.80421195724608","4728","4728","4728","-169.20758931688476","-169.20758931688476","-169.20758931688476"
"593703","4744","4744","4744","-163.84427550080062","-163.84427550080062","-163.84427550080062","4744","4744","4744","-116.56726184018359","-116.56726184018359","-116.56726184018359","4744","4744","4744","-92.99020529466543","-92.99020529466543","-92.99020529466543"
"595702","4760","4760","4760","-149.03421930035262","-149.03421930035262","-149.03421930035262","4760","4760","4760","-114.24342411704883","-114.24342411704883","-114.24342411704883","4760","4760","4760","-82.44299157289319","-82.44299157289319","-82.44299157289319"
"597701","4776","4776","4776","-68.9492987435494","-68.9492987435494","-68.9492987435494","4776","4776","4776","-113.58466802224359","-113.58466802224359","-113.58466802224359","4776","4776","4776","-81.93106245925047","-81.93106245925047","-81.93106245925047"
"599700","4792","4792","4792","-59.92484734704226","-59.92484734704226","-59.92484734704226","4792","4792","4792","-152.63784930229613","-152.63784930229613","-152.63784930229613","4792","4792","4792","-102.62856384014347","-102.62856384014347","-102.62856384014347"
"601699","4808","4808","4808","-74.11805981527579","-74.11805981527579","-74.11805981527579","4808","4808","4808","-162.3563711666265","-162.3563711666265","-162.3563711666265","4808","4808","4808","-84.92114812867017","-84.92114812867017","-84.92114812867017"
"603698","4824","4824","4824","-108.9742080096525","-108.9742080096525","-108.9742080096525","4824","4824","4824","-162.0180209060598","-162.0180209060598","-162.0180209060598","4824","4824","4824","-85.18605708949976","-85.18605708949976","-85.18605708949976"
"605697","4840","4840","4840","-67.02409830461097","-67.02409830461097","-67.02409830461097","4840","4840","4840","-138.39337612983917","-138.39337612983917","-138.39337612983917","4840","4840","4840","-124.91086171111586","-124.91086171111586","-124.91086171111586"
"607696","4856","4856","4856","-94.90475176978427","-94.90475176978427","-94.90475176978427","4856","4856","4856","-56.62232761341539","-56.62232761341539","-56.62232761341539","4856","4856","4856","-106.32421061597762","-106.32421061597762","-106.32421061597762"
"609695","4872","4872","4872","-148.56807589581132","-148.56807589581132","-148.56807589581132","4872","4872","4872","-192.10118532801994","-192.10118532801994","-192.10118532801994","4872","4872","4872","-92.01079409504638","-92.01079409504638","-92.01079409504638"
"611694","4888","4888","4888","-167.72779531073792","-167.72779531073792","-167.72779531073792","4888","4888","4888","-76.2750269253132","-76.2750269253132","-76.2750269253132","4888","4888","4888","-126.24765121035738","-126.24765121035738","-126.24765121035738"
"613693","4904","4904","4904","-77.37429287940158","-77.37429287940158","-77.37429287940158","4904","4904","4904","-159.3718781725144","-159.3718781725144","-159.3718781725144","4904","4904","4904","-124.22311997172073","-124.22311997172073","-124.22311997172073"
"615692","4920","4920","4920","-69.16995864673548","-69.16995864673548","-69.16995864673548","4920","4920","4920","-191.4888206463147","-191.4888206463147","-191.4888206463147","4920","4920","4920","-62.51900649338154","-62.51900649338154","-62.51900649338154"
"617691","4936","4936","4936","-60.81456011734093","-60.81456011734093","-60.81456011734093","4936","4936","4936","-70.61978041016638","-70.61978041016638","-70.61978041016638","4936","4936","4936","-77.10393707550054","-77.10393707550054","-77.10393707550054"
"619690","4952","4952","4952","-94.18348921556921","-94.18348921556921","-94.18348921556921","4952","4952","4952","-63.708183677695594","-63.708183677695594","-63.708183677695594","4952","4952","4952","-89.50032155204008","-89.50032155204008","-89.50032155204008"
"621689","4968","4968","4968","-80.83822501229598","-80.83822501229598","-80.83822501229598","4968","4968","4968","-88.80036871676975","-88.80036871676975","-88.80036871676975","4968","4968","4968","-93.53445102332199","-93.53445102332199","-93.53445102332199"
"623688","4984","4984","4984","-97.41352196130094","-97.41352196130094","-97.41352196130094","4984","4984","4984","-164.6351338037914","-164.6351338037914","-164.6351338037914","4984","4984","4984","-87.3938007900469","-87.3938007900469","-87.3938007900469"
"625687","5000","5000","5000","-83.78208238925855","-83.78208238925855","-83.78208238925855","5000","5000","5000","-171.2468504387545","-171.2468504387545","-171.2468504387545","5000","5000","5000","-96.90729829807552","-96.90729829807552","-96.90729829807552"
"627686","5016","5016","5016","-120.6230638558215","-120.6230638558215","-120.6230638558215","5016","5016","5016","-59.33773538845748","-59.33773538845748","-59.33773538845748","5016","5016","5016","-62.91173339427737","-62.91173339427737","-62.91173339427737"
"629685","5032","5032","5032","-80.74598870806281","-80.74598870806281","-80.74598870806281","5032","5032","5032","-176.69427879912806","-176.69427879912806","-176.69427879912806","5032","5032","5032","-103.827907908351","-103.827907908351","-103.827907908351"
"631684","5048","5048","5048","-86.47051934079676","-86.47051934079676","-86.47051934079676","5048","5048","5048","-65.35175573457812","-65.35175573457812","-65.35175573457812","5048","5048","5048","-65.03011212852498","-65.03011212852498","-65.03011212852498"
"633683","5064","5064","5064","-66.6324662760446","-66.6324662760446","-66.6324662760446","5064","5064","5064","-176.28370299015984","-176.28370299015984","-176.28370299015984","5064","5064","5064","-59.028980670861976","-59.028980670861976","-59.028980670861976"
"635682","5080","5080","5080","-52.033461413561305","-52.033461413561305","-52.033461413561305","5080","5080","5080","-64.87754467341288","-64.87754467341288","-64.87754467341288","5080","5080","5080","-81.23260943850863","-81.23260943850863","-81.23260943850863"
"637681","5096","5096","5096","-91.11868771645592","-91.11868771645592","-91.11868771645592","5096","5096","5096","-82.06187351377662","-82.06187351377662","-82.06187351377662","5096","5096","5096","-94.1207120864356","-94.1207120864356","-94.1207120864356"
"639680","5112","5112","5112","-72.24929952128461","-72.24929952128461","-72.24929952128461","5112","5112","5112","-119.62676862805385","-119.62676862805385","-119.62676862805385","5112","5112","5112","-83.855793117656","-83.855793117656","-83.855793117656"
"641679","5128","5128","5128","-126.32762717743825","-126.32762717743825","-126.32762717743825","5128","5128","5128","-122.48514661073034","-122.48514661073034","-122.48514661073034","5128","5128","5128","-69.61290407553126","-69.61290407553126","-69.61290407553126"
"643678","5144","5144","5144","-118.76252089319667","-118.76252089319667","-118.76252089319667","5144","5144","5144","-93.03540504394138","-93.03540504394138","-93.03540504394138","5144","5144","5144","-105.43693033634644","-105.43693033634644","-105.43693033634644"
"645677","5160","5160","5160","-125.36525329407418","-125.36525329407418","-125.36525329407418","5160","5160","5160","-161.90008797253807","-161.90008797253807","-161.90008797253807","5160","5160","5160","-156.06930682453716","-156.06930682453716","-156.06930682453716"
"647676","5176","5176","5176","-72.29995114464417","-72.29995114464417","-72.29995114464417","5176","5176","5176","-159.41145235381123","-159.41145235381123","-159.41145235381123","5176","5176","5176","-91.64796956672198","-91.64796956672198","-91.64796956672198"
"649675","5192","5192","5192","-61.137294345668934","-61.137294345668934","-61.137294345668934","5192","5192","5192","-65.00622744876743","-65.00622744876743","-65.00622744876743","5192","5192","5192","-102.26525645315841","-102.26525645315841","-102.26525645315841"
"651674","5208","5208","5208","-96.1163689809265","-96.1163689809265","-96.1163689809265","5208","5208","5208","-168.07152577158436","-168.07152577158436","-168.07152577158436","5208","5208","5208","-139.20526598598346","-139.20526598598346","-139.20526598598346"
"653673","5224","5224","5224","-137.37526946346904","-137.37526946346904","-137.37526946346904","5224","5224","5224","-90.1201207998131","-90.1201207998131","-90.1201207998131","5224","5224","5224","-57.47272943633544","-57.47272943633544","-57.47272943633544"
"655672","5240","5240","5240","-117.05340941025628","-117.05340941025628","-117.05340941025628","5240","5240","5240","-169.12131290458663","-169.12131290458663","-169.12131290458663","5240","5240","5240","-156.09018132307324","-156.09018132307324","-156.09018132307324"
"657671","5256","5256","5256","-101.89215129823333","-101.89215129823333","-101.89215129823333","5256","5256","5256","-73.22905262609972","-73.22905262609972","-73.22905262609972","5256","5256","5256","-162.76479718575152","-162.76479718575152","-162.76479718575152"
"659670","5272","5272","5272","-78.37501166337252","-78.37501166337252","-78.37501166337252","5272","5272","5272","-146.58605514109695","-146.58605514109695","-146.58605514109695","5272","5272","5272","-148.3803002292049","-148.3803002292049","-148.3803002292049"
"661669","5288","5288","5288","-79.967740977058","-79.967740977058","-79.967740977058","5288","5288","5288","-158.44446643175422","-158.44446643175422","-158.44446643175422","5288","5288","5288","-95.27035318629109","-95.27035318629109","-95.27035318629109"
"663668","5304","5304","5304","-70.59215368793053","-70.59215368793053","-70.59215368793053","5304","5304","5304","-131.43814142228874","-131.43814142228874","-131.43814142228874","5304","5304","5304","-142.40027769952448","-142.40027769952448","-142.40027769952448"
"665667","5320","5320","5320","-51.74989300829748","-51.74989300829748","-51.74989300829748","5320","5320","5320","-61.584395791447825","-61.584395791447825","-61.584395791447825","5320","5320","5320","-83.34479935257733","-83.34479935257733","-83.34479935257733"
"667666","5336","5336","5336","-157.02863567089432","-157.02863567089432","-157.02863567089432","5336","5336","5336","-147.3692271059816","-147.3692271059816","-147.3692271059816","5336","5336","5336","-66.51168057022522","-66.51168057022522","-66.51168057022522"
"669665","5352","5352","5352","-137.44554066017858","-137.44554066017858","-137.44554066017858","5352","5352","5352","-179.03317209514506","-179.03317209514506","-179.03317209514506","5352","5352","5352","-57.49036737123946","-57.49036737123946","-57.49036737123946"
"671664","5368","5368","5368","-107.6091689084324","-107.6091689084324","-107.6091689084324","5368","5368","5368","-155.24658212833205","-155.24658212833205","-155.24658212833205","5368","5368","5368","-111.03842792254213","-111.03842792254213","-111.03842792254213"
"673663","5384","5384","5384","-90.22834484451897","-90.22834484451897","-90.22834484451897","5384","5384","5384","-151.12054521145282","-151.12054521145282","-151.12054521145282","5384","5384","5384","-85.98978968383715","-85.98978968383715","-85.98978968383715"
"675662","5400","5400","5400","-88.13077940668146","-88.13077940668146","-88.13077940668146","5400","5400","5400","-156.80854321911764","-156.80854321911764","-156.80854321911764","5400","5400","5400","-97.92212271083122","-97.92212271083122","-97.92212271083122"
"677661","5416","5416","5416","-137.37220031055384","-137.37220031055384","-137.37220031055384","5416","5416","5416","-69.42604221896043","-69.42604221896043","-69.42604221896043","5416","5416","5416","-142.36738883375077","-142.36738883375077","-142.36738883375077"
"679660","5432","5432","5432","-54.30028951845434","-54.30028951845434","-54.30028951845434","5432","5432","5432","-62.5837922611961","-62.5837922611961","-62.5837922611961","5432","5432","5432","-95.22453110053083","-95.22453110053083","-95.22453110053083"
"681659","5448","5448","5448","-63.88851758882354","-63.88851758882354","-63.88851758882354","5448","5448","5448","-145.20921213028714","-145.20921213028714","-145.20921213028714","5448","5448","5448","-77.46575010355275","-77.46575010355275","-77.46575010355275"
"683658","5464","5464","5464","-130.28519422178684","-130.28519422178684","-130.28519422178684","5464","5464","5464","-72.99424294233374","-72.99424294233374","-72.99424294233374","5464","5464","5464","-148.28861903535795","-148.28861903535795","-148.28861903535795"
"685657","5480","5480","5480","-98.08097668411989","-98.08097668411989","-98.08097668411989","5480","5480","5480","-159.01524681805833","-159.01524681805833","-159.01524681805833","5480","5480","5480","-69.92024392377841","-69.92024392377841","-69.92024392377841"
"687656","5496","5496","5496","-105.59866946039334","-105.59866946039334","-105.59866946039334","5496","5496","5496","-72.7808405614996","-72.7808405614996","-72.7808405614996","5496","5496","5496","-97.80498994128617","-97.80498994128617","-97.80498994128617"
"689655","5512","5512","5512","-156.84788123019823","-156.84788123019823","-156.84788123019823","5512","5512","5512","-149.21007697549135","-149.21007697549135","-149.21007697549135","5512","5512","5512","-120.62724206201842","-120.62724206201842","-120.62724206201842"
"691654","5528","5528","5528","-67.01591405949797","-67.01591405949797","-67.01591405949797","5528","5528","5528","-167.53761913092686","-167.53761913092686","-167.53761913092686","5528","5528","5528","-148.02503762482348","-148.02503762482348","-148.02503762482348"
"693653","5544","5544","5544","-110.1252876525818","-110.1252876525818","-110.1252876525818","5544","5544","5544","-173.57216202591644","-173.57216202591644","-173.57216202591644","5544","5544","5544","-65.86007019826998","-65.86007019826998","-65.86007019826998"
"695652","5560","5560","5560","-91.69424009219804","-91.69424009219804","-91.69424009219804","5560","5560","5560","-65.29745494264827","-65.29745494264827","-65.29745494264827","5560","5560","5560","-72.40285152568","-72.40285152568","-72.40285152568"
"697651","5576","5576","5576","-109.64619876375373","-109.64619876375373","-109.64619876375373","5576","5576","5576","-95.59593965477919","-95.59593965477919","-95.59593965477919","5576","5576","5576","-62.86390475349657","-62.86390475349657","-62.86390475349657"
"699650","5592","5592","5592","-139.61266948703633","-139.61266948703633","-139.61266948703633","5592","5592","5592","-137.72509336962025","-137.72509336962025","-137.72509336962025","5592","5592","5592","-105.97850293801879","-105.97850293801879","-105.97850293801879"
"701649","5608","5608","5608","-59.90402354111125","-59.90402354111125","-59.90402354111125","5608","5608","5608","-69.2229632928573","-69.2229632928573","-69.2229632928573","5608","5608","5608","-56.95155359652438","-56.95155359652438","-56.95155359652438"
"703648","5624","5624","5624","-84.5810456121343","-84.5810456121343","-84.5810456121343","5624","5624","5624","-101.04151276852919","-101.04151276852919","-101.04151276852919","5624","5624","5624","-140.91307321983948","-140.91307321983948","-140.91307321983948"
"705647","5640","5640","5640","-79.49094341941908","-79.49094341941908","-79.49094341941908","5640","5640","5640","-97.31296282221132","-97.31296282221132","-97.31296282221132","5640","5640","5640","-96.99343493566299","-96.99343493566299","-96.99343493566299"
"707646","5656","5656","5656","-80.92421958670246","-80.92421958670246","-80.92421958670246","5656","5656","5656","-72.11515937407464","-72.11515937407464","-72.11515937407464","5656","5656","5656","-143.41266833646864","-143.41266833646864","-143.41266833646864"
"709645","5672","5672","5672","-42.0332988137656","-42.0332988137656","-42.0332988137656","5672","5672","5672","-162.6024315031138","-162.6024315031138","-162.6024315031138","5672","5672","5672","-136.4973369171886","-136.4973369171886","-136.4973369171886"
"711644","5688","5688","5688","-158.2477559389794","-158.2477559389794","-158.2477559389794","5688","5688","5688","-151.4735007010633","-151.4735007010633","-151.4735007010633","5688","5688","5688","-68.45269975343302","-68.45269975343302","-68.45269975343302"
"713643","5704","5704","5704","-137.24078838624374","-137.24078838624374","-137.24078838624374","5704","5704","5704","-69.56790819948817","-69.56790819948817","-69.56790819948817","5704","5704","5704","-147.35056360711394","-147.35056360711394","-147.35056360711394"
"715642","5720","5720","5720","-81.05516318756234","-81.05516318756234","-81.05516318756234","5720","5720","5720","-139.30703192982355","-139.30703192982355","-139.30703192982355","5720","5720","5720","-164.79214437274183","-164.79214437274183","-164.79214437274183"
"717641","5736","5736","5736","-69.75004182840632","-69.75004182840632","-69.75004182840632","5736","5736","5736","-55.97330300657392","-55.97330300657392","-55.97330300657392","5736","5736","5736","-93.81406665833867","-93.81406665833867","-93.81406665833867"
"719640","5752","5752","5752","-53.27376855262213","-53.27376855262213","-53.27376855262213","5752","5752","5752","-65.53904846002129","-65.53904846002129","-65.53904846002129","5752","5752","5752","-91.43203152975106","-91.43203152975106","-91.43203152975106"
"721639","5768","5768","5768","-115.14794965349945","-115.14794965349945","-115.14794965349945","5768","5768","5768","-86.89037744904017","-86.89037744904017","-86.89037744904017","5768","5768","5768","-51.71900115479223","-51.71900115479223","-51.71900115479223"
"723638","5784","5784","5784","-53.29008382712662","-53.29008382712662","-53.29008382712662","5784","5784","5784","-81.961476980353","-81.961476980353","-81.961476980353","5784","5784","5784","-61.835308704654054","-61.835308704654054","-61.835308704654054"
"725637","5800","5800","5800","-86.95130578467338","-86.95130578467338","-86.95130578467338","5800","5800","5800","-100.72354859148686","-100.72354859148686","-100.72354859148686","5800","5800","5800","-80.36443375794057","-80.36443375794057","-80.36443375794057"
"727636","5816","5816","5816","-142.28412564673857","-142.28412564673857","-142.28412564673857","5816","5816","5816","-62.102659400149555","-62.102659400149555","-62.102659400149555","5816","5816","5816","-68.14608835427664","-68.14608835427664","-68.14608835427664"
